City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Paradise;Nevada;37.2;122784;114162;236946;14112;66712;2.65;NV;White;147624
Gastonia;North Carolina;36.9;35527;39023;74550;3537;5715;2.67;NC;Asian;2788
Norwalk;Connecticut;42.4;40880;47603;88483;2877;22328;2.7;CT;Asian;2954
Cincinnati;Ohio;32.7;143654;154883;298537;13699;16896;2.08;OH;American Indian and Alaska Native;3362
Oklahoma City;Oklahoma;34.1;309227;322036;631263;41843;80165;2.58;OK;White;462306
New Britain;Connecticut;33.4;37350;35459;72809;2219;15080;2.52;CT;Hispanic or Latino;30188
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;White;10788
Pasadena;California;37.6;67712;74534;142246;4618;40779;2.63;CA;Hispanic or Latino;52717
Sandy;Utah;34.6;46923;46689;93612;3451;6691;3.22;UT;American Indian and Alaska Native;507
Fort Lauderdale;Florida;42.8;93948;84639;178587;8897;47582;2.38;FL;White;109751
Wyoming;Michigan;32.8;35967;39310;75277;3447;8612;2.65;MI;Hispanic or Latino;15325
Roswell;Georgia;38.8;48637;45859;94496;3325;16501;2.7;GA;White;69857
Fort Lauderdale;Florida;42.8;93948;84639;178587;8897;47582;2.38;FL;Asian;3791
Lawton;Oklahoma;31.1;51099;45560;96659;11572;6123;2.72;OK;Asian;5173
Troy;Michigan;43.3;42371;40905;83276;2975;21004;2.59;MI;Black or African-American;5294
Richmond;Virginia;33.6;104793;115496;220289;12538;15741;2.29;VA;White;104568
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;Asian;267222
Davenport;Iowa;35.2;50123;52454;102577;7090;4065;2.39;IA;Asian;3071
Cedar Rapids;Iowa;36.2;63109;67296;130405;7823;5404;2.32;IA;Asian;5406
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;Asian;8092
Cranston;Rhode Island;39.9;38365;42712;81077;4702;10631;2.56;RI;Black or African-American;8193
Fayetteville;North Carolina;30.7;101051;100914;201965;28089;12863;2.5;NC;White;102075
Madison;Wisconsin;30.7;122596;126360;248956;9707;30090;2.23;WI;White;204302
Kenosha;Wisconsin;36.3;49349;50507;99856;6238;7443;2.55;WI;Black or African-American;11915
Coral Springs;Florida;37.2;63316;66186;129502;4724;38552;3.17;FL;American Indian and Alaska Native;1262
Raleigh;North Carolina;32.8;219184;232765;451949;16747;65125;2.42;NC;Black or African-American;138242
Gary;Indiana;38.1;35876;41478;77354;3952;1884;2.35;IN;White;13498
Brandon;Florida;36.1;55679;58289;113968;9417;16390;2.64;FL;Hispanic or Latino;26224
Jurupa Valley;California;33.8;49430;50884;100314;3833;25338;3.87;CA;American Indian and Alaska Native;1554
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;American Indian and Alaska Native;14008
Seattle;Washington;35.5;345659;338784;684443;29364;119840;2.13;WA;Asian;121507
Los Angeles;California;35.0;1958998;2012898;3971896;85417;1485425;2.86;CA;Asian;512999
Bellflower;California;33.4;38936;39498;78434;2154;24607;3.58;CA;American Indian and Alaska Native;783
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;American Indian and Alaska Native;1169
Boynton Beach;Florida;45.8;33701;40271;73972;4727;15431;2.45;FL;White;49704
Riverside;California;31.4;160613;161810;322423;12373;69584;3.34;CA;Hispanic or Latino;160697
Surprise;Arizona;39.4;62875;65567;128442;11109;9929;2.9;AZ;American Indian and Alaska Native;1883
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;American Indian and Alaska Native;4040
Menifee;California;37.1;42866;44297;87163;6821;12481;3.06;CA;Hispanic or Latino;29790
Hartford;Connecticut;31.0;58042;65972;124014;3130;28467;2.59;CT;Black or African-American;49939
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;Black or African-American;7140
Minneapolis;Minnesota;32.4;206547;204388;410935;15217;70769;2.26;MN;Black or African-American;89996
Dothan;Alabama;38.9;32172;35364;67536;6334;1699;2.59;AL;White;43516
Washington;District of Columbia;33.8;319705;352523;672228;25963;95117;2.24;DC;American Indian and Alaska Native;6130
Carson;California;40.4;43790;49506;93296;4273;33860;3.7;CA;Black or African-American;19947
Delray Beach;Florida;47.9;32219;34042;66261;4232;16639;2.35;FL;Hispanic or Latino;6397
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;Black or African-American;4013
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;American Indian and Alaska Native;821
Bellevue;Washington;37.4;70763;69051;139814;5382;54654;2.43;WA;American Indian and Alaska Native;1949
San Jose;California;36.5;518317;508602;1026919;27269;401493;3.13;CA;Hispanic or Latino;331232
Santa Clarita;California;38.1;90192;92175;182367;8537;40666;3.02;CA;Hispanic or Latino;56944
Weston;Florida;38.6;32956;36991;69947;1507;30876;3.34;FL;White;61021
San Jose;California;36.5;518317;508602;1026919;27269;401493;3.13;CA;Asian;385198
Santa Clarita;California;38.1;90192;92175;182367;8537;40666;3.02;CA;White;144949
McKinney;Texas;35.6;77339;85548;162887;8082;25760;2.91;TX;Hispanic or Latino;31705
Fall River;Massachusetts;39.3;43314;45456;88770;4143;14775;2.21;MA;White;77242
Santa Clarita;California;38.1;90192;92175;182367;8537;40666;3.02;CA;American Indian and Alaska Native;4441
Turlock;California;36.2;33190;39103;72293;3397;14686;2.76;CA;White;59308
Milpitas;California;36.8;40098;37519;77617;1608;39436;3.32;CA;Asian;52617
Billings;Montana;36.3;52705;57565;110270;9121;3206;2.4;MT;Hispanic or Latino;7526
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;White;105636
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;Hispanic or Latino;32976
West Jordan;Utah;30.8;57898;54044;111942;3577;11492;3.46;UT;White;100150
Gary;Indiana;38.1;35876;41478;77354;3952;1884;2.35;IN;Hispanic or Latino;6266
Toledo;Ohio;36.1;135455;144323;279778;15286;9257;2.29;OH;American Indian and Alaska Native;3942
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;American Indian and Alaska Native;535
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;White;57064
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;Asian;8668
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;Black or African-American;2758
Chandler;Arizona;35.6;128885;131948;260833;15870;38721;2.78;AZ;Hispanic or Latino;57159
Savannah;Georgia;30.3;69389;76295;145684;9717;10355;2.57;GA;Hispanic or Latino;9734
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;White;51252
Medford;Oregon;38.6;39606;40189;79795;6632;6185;2.65;OR;White;75464
Fayetteville;North Carolina;30.7;101051;100914;201965;28089;12863;2.5;NC;Black or African-American;90625
Kissimmee;Florida;36.7;33283;35869;69152;2449;16879;3.01;FL;White;51123
Tempe;Arizona;28.8;91350;84476;175826;7058;26620;2.44;AZ;American Indian and Alaska Native;4636
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;American Indian and Alaska Native;2163
North Las Vegas;Nevada;32.2;116350;118443;234793;17256;49815;3.31;NV;Hispanic or Latino;94804
Gastonia;North Carolina;36.9;35527;39023;74550;3537;5715;2.67;NC;Hispanic or Latino;6653
Billings;Montana;36.3;52705;57565;110270;9121;3206;2.4;MT;White;102522
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.82;NY;White;40278
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.82;CO;Hispanic or Latino;109396
Kent;Washington;33.4;61825;65137;126962;7985;38175;3.06;WA;White;67918
Paradise;Nevada;37.2;122784;114162;236946;14112;66712;2.65;NV;Black or African-American;25091
Toms River;New Jersey;43.7;43864;43886;87750;5042;6852;2.71;NJ;Hispanic or Latino;10267
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.78;CA;White;277962
Fort Myers;Florida;37.3;36850;37165;74015;4312;15365;2.45;FL;Hispanic or Latino;17866
Carmel;Indiana;39.9;42928;46101;89029;2723;9645;2.71;IN;Black or African-American;2171
Jacksonville;Florida;35.7;419203;448828;868031;75432;85650;2.62;FL;Hispanic or Latino;80064
The Woodlands;Texas;38.8;56083;63061;119144;8351;21188;2.93;TX;Asian;8828
Sugar Land;Texas;42.1;43889;44240;88129;4377;31169;2.95;TX;Black or African-American;8993
Victorville;California;30.6;60989;61247;122236;7484;21959;3.47;CA;Asian;7755
Racine;Wisconsin;33.7;39314;38423;77737;4650;4403;2.56;WI;Black or African-American;20014
Charlotte;North Carolina;34.3;396646;430475;827121;36046;128897;2.52;NC;White;446795
Wichita;Kansas;34.6;192354;197601;389955;23978;40270;2.56;KS;White;305910
Buena Park;California;35.7;41593;41671;83264;3116;28430;3.55;CA;Asian;24624
Sunnyvale;California;35.7;79480;72280;151760;3900;71441;2.74;CA;Black or African-American;4210
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;White;73349
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;Asian;14873
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.72;NC;Hispanic or Latino;11301
Roseville;California;38.4;62591;67691;130282;8386;18161;2.72;CA;Asian;18171
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;American Indian and Alaska Native;3962
Oshkosh;Wisconsin;33.0;32905;33652;66557;3809;2348;2.3;WI;White;60210
Union City;California;38.5;38599;35911;74510;1440;32752;3.46;CA;Black or African-American;5508
Kent;Washington;33.4;61825;65137;126962;7985;38175;3.06;WA;American Indian and Alaska Native;3651
West Jordan;Utah;30.8;57898;54044;111942;3577;11492;3.46;UT;American Indian and Alaska Native;1211
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;Black or African-American;16163
Waukesha;Wisconsin;35.8;36263;35713;71976;3116;4982;2.35;WI;American Indian and Alaska Native;481
Beaumont;Texas;31.6;57326;60784;118110;7584;10516;2.47;TX;Asian;4079
Bayonne;New Jersey;39.7;32705;33598;66303;2225;21899;2.62;NJ;Black or African-American;7581
Kissimmee;Florida;36.7;33283;35869;69152;2449;16879;3.01;FL;Asian;2634
New Bedford;Massachusetts;38.6;43793;51166;94959;4185;19024;2.39;MA;American Indian and Alaska Native;346
Shawnee;Kansas;40.1;32313;32745;65058;3575;4136;2.64;KS;Asian;3093
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;Asian;15277
Jacksonville;Florida;35.7;419203;448828;868031;75432;85650;2.62;FL;Black or African-American;282692
Fayetteville;North Carolina;30.7;101051;100914;201965;28089;12863;2.5;NC;Asian;8949
San Mateo;California;39.3;50966;52558;103524;2730;34957;2.64;CA;Black or African-American;2880
Elk Grove;California;36.1;80057;86833;166890;7762;38693;3.34;CA;Black or African-American;20185
Iowa City;Iowa;25.5;37089;37138;74227;2047;9202;2.36;IA;Asian;5533
Garden Grove;California;37.8;86779;88605;175384;4316;80677;3.66;CA;White;66782
Augusta-Richmond County consolidated government;Georgia;33.7;94662;101917;196579;19085;7915;2.67;GA;Hispanic or Latino;9068
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;Black or African-American;151256
Wichita;Kansas;34.6;192354;197601;389955;23978;40270;2.56;KS;Black or African-American;52592
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;American Indian and Alaska Native;1868
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.28;FL;Asian;3249
Livermore;California;36.7;41522;46595;88117;3063;13959;2.91;CA;Hispanic or Latino;19582
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;Black or African-American;3228
Carrollton;Texas;36.9;66928;66218;133146;5720;35327;2.78;TX;American Indian and Alaska Native;812
Chattanooga;Tennessee;36.6;83640;92957;176597;10001;10599;2.4;TN;White;114140
Enterprise;Nevada;34.1;69146;66328;135474;7526;31173;2.89;NV;American Indian and Alaska Native;2777
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;American Indian and Alaska Native;630
Fayetteville;Arkansas;27.1;41959;40873;82832;4744;6313;2.28;AR;Asian;4707
Chula Vista;California;34.6;131485;134269;265754;12368;82710;3.32;CA;Asian;48506
Woodbury;Minnesota;37.7;31982;35868;67850;2732;9477;2.72;MN;Asian;7758
Sparks;Nevada;36.1;47780;48318;96098;7315;15690;2.63;NV;American Indian and Alaska Native;2019
San Clemente;California;45.2;34076;31456;65532;3970;8109;2.64;CA;White;58849
Fort Collins;Colorado;29.6;80893;80288;161181;8425;9704;2.45;CO;Hispanic or Latino;15521
Compton;California;30.1;49264;49184;98448;897;30660;4.08;CA;Hispanic or Latino;67523
Ames;Iowa;23.0;33814;31238;65052;2265;8606;2.16;IA;Asian;8979
Pittsburg;California;34.5;33309;36118;69427;2109;21043;3.15;CA;Asian;13981
Spokane;Washington;36.6;102756;110511;213267;18044;13253;2.34;WA;Hispanic or Latino;13365
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;American Indian and Alaska Native;658
El Monte;California;37.3;57961;58784;116745;1686;59655;3.67;CA;White;64138
Colorado Springs;Colorado;34.8;225544;231018;456562;49291;35320;2.48;CO;American Indian and Alaska Native;11146
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;American Indian and Alaska Native;664
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;White;65397
Pawtucket;Rhode Island;39.2;36072;35511;71583;3173;17884;2.41;RI;White;47614
Waukesha;Wisconsin;35.8;36263;35713;71976;3116;4982;2.35;WI;Asian;2904
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;Black or African-American;24750
Irvine;California;34.6;125411;131516;256927;5532;116366;2.73;CA;Black or African-American;8670
Richmond;California;35.3;52615;57100;109715;3611;42215;2.87;CA;White;36074
Weston;Florida;38.6;32956;36991;69947;1507;30876;3.34;FL;Asian;4130
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;Black or African-American;12900
Jersey City;New Jersey;34.3;131765;132512;264277;4374;109186;2.57;NJ;Black or African-American;65051
Phoenix;Arizona;33.8;786833;776168;1563001;72388;300702;2.89;AZ;White;1161455
Clovis;California;37.8;52392;51780;104172;6173;13409;2.76;CA;White;78029
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;American Indian and Alaska Native;1155
Wilmington;North Carolina;35.5;52346;63601;115947;5908;7401;2.24;NC;Black or African-American;23578
Brandon;Florida;36.1;55679;58289;113968;9417;16390;2.64;FL;Black or African-American;23475
Victorville;California;30.6;60989;61247;122236;7484;21959;3.47;CA;White;86648
Merced;California;29.7;40048;42392;82440;3723;16348;3.15;CA;Hispanic or Latino;43684
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;Black or African-American;20564
Apple Valley;California;34.3;32873;39312;72185;5714;5801;3.03;CA;White;60767
Lexington-Fayette  county;Kentucky;34.4;154032;160456;314488;16661;28613;2.34;KY;Asian;14066
Mountain View;California;33.5;42493;37945;80438;1376;31857;2.46;CA;Hispanic or Latino;16397
Santa Maria;California;30.1;53320;51762;105082;2876;39192;3.83;CA;Hispanic or Latino;81551
Shreveport;Louisiana;35.2;93138;103856;196994;14287;5658;2.53;LA;Asian;4033
Bk;California;37.0;50405;54909;105314;4048;32435;2.52;CA;American Indian and Alaska Native;1639
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;American Indian and Alaska Native;1508
Palatine;Illinois;38.0;36506;32763;69269;2629;21760;2.69;IL;Asian;8145
Mesa;Arizona;36.9;234998;236835;471833;31808;57492;2.68;AZ;Black or African-American;22699
Flower Mound;Texas;40.2;35200;35824;71024;4217;6860;3.01;TX;American Indian and Alaska Native;1095
Fresno;California;30.0;256130;263942;520072;18410;103453;3.12;CA;Asian;75318
South Bend;Indiana;32.4;50483;53274;103757;3708;8779;2.72;IN;Hispanic or Latino;16462
San Antonio;Texas;33.1;721405;748419;1469824;109089;208046;2.93;TX;Hispanic or Latino;937607
Pembroke Pines;Florida;40.3;77050;89574;166624;6849;62210;2.94;FL;Black or African-American;34507
Camden;New Jersey;27.9;36437;39694;76131;1425;11317;3.0;NJ;Hispanic or Latino;41473
Odessa;Texas;31.2;61119;57861;118980;5509;15845;2.92;TX;White;106944
Lake Charles;Louisiana;31.8;35678;40388;76066;4477;3215;2.36;LA;American Indian and Alaska Native;592
West Valley City;Utah;30.7;68235;67989;136224;4880;30712;3.81;UT;Hispanic or Latino;44080
Coral Springs;Florida;37.2;63316;66186;129502;4724;38552;3.17;FL;Black or African-American;27225
Jackson;Mississippi;31.7;79039;91772;170811;8146;1789;2.65;MS;Hispanic or Latino;3017
Lancaster;California;30.9;80668;80445;161113;7892;17247;3.25;CA;American Indian and Alaska Native;2186
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;Asian;46285
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;Asian;32491
San Ramon;California;39.1;39221;36911;76132;2855;29691;3.09;CA;Black or African-American;2734
Mesa;Arizona;36.9;234998;236835;471833;31808;57492;2.68;AZ;Hispanic or Latino;131425
Thousand Oaks;California;44.8;65113;64216;129329;6323;25330;2.79;CA;Black or African-American;3229
Appleton;Wisconsin;35.6;37217;38038;75255;4219;4454;2.49;WI;White;64674
Town 'n' Country;Florida;38.1;39410;39586;78996;4534;22135;2.61;FL;American Indian and Alaska Native;1622
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;Black or African-American;3514
Birmingham;Alabama;35.6;102122;112789;214911;13212;8258;2.21;AL;American Indian and Alaska Native;1319
Troy;Michigan;43.3;42371;40905;83276;2975;21004;2.59;MI;White;56175
Minneapolis;Minnesota;32.4;206547;204388;410935;15217;70769;2.26;MN;White;277862
Rapid City;South Dakota;39.5;36122;37446;73568;7429;2375;2.31;SD;Black or African-American;2217
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;Hispanic or Latino;38321
Palmdale;California;32.6;76361;81989;158350;6388;41974;3.54;CA;Black or African-American;27398
Rapid City;South Dakota;39.5;36122;37446;73568;7429;2375;2.31;SD;American Indian and Alaska Native;9159
McKinney;Texas;35.6;77339;85548;162887;8082;25760;2.91;TX;Asian;13882
Florence-Graham;California;30.2;34186;32173;66359;416;28696;4.57;CA;White;30591
Newport News;Virginia;32.8;88385;94000;182385;18896;12589;2.46;VA;Asian;8275
Lansing;Michigan;31.4;54333;59777;114110;5327;8371;2.39;MI;American Indian and Alaska Native;5254
Lawrence;Kansas;27.4;45592;48324;93916;2986;8701;2.53;KS;Hispanic or Latino;6435
Allen;Texas;37.2;51324;46814;98138;3505;19649;3.04;TX;American Indian and Alaska Native;227
Gary;Indiana;38.1;35876;41478;77354;3952;1884;2.35;IN;Asian;537
Denton;Texas;28.7;62478;68569;131047;6352;18451;2.66;TX;Asian;7061
Kenosha;Wisconsin;36.3;49349;50507;99856;6238;7443;2.55;WI;Hispanic or Latino;18772
Carlsbad;California;42.1;55119;58347;113466;6031;17689;2.68;CA;Asian;11948
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;Hispanic or Latino;84806
Chicago;Illinois;34.2;1320015;1400541;2720556;72042;573463;2.53;IL;Asian;195084
Orlando;Florida;33.1;130940;139977;270917;12782;50558;2.42;FL;American Indian and Alaska Native;2374
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;Black or African-American;5498
North Richland Hills;Texas;39.9;35257;33948;69205;5175;7854;2.64;TX;American Indian and Alaska Native;1127
Glendale;Arizona;34.4;116795;123319;240114;13241;44133;2.89;AZ;Black or African-American;16254
